medicine_reference_id,dpri_id,source_drug_name,generic_name_guess,active_ingredients_guess,strength_text_guess,dosage_form_guess,route_hint,brand_name,manufacturer,barcode_gtin,philippine_fda_cpr_number,fda_registration_status,fda_verified_at,rxnorm_rxcui,dailymed_setid,openfda_spl_id,common_uses,indications,purpose,warnings,side_effects,contraindications,drug_interactions,storage_instructions,lowest_price_php,median_price_php,highest_price_php,country,source_year,source_page,source_document,source_urls,dataset_status,safety_notes,last_updated
DPRI2025-0198,198,"Cloxacillin 250 mg/5 mL, 60 mL Oral Solution Bottle",Cloxacillin,Cloxacillin,250 mg/5 mL; 60 mL,Oral Solution,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,32.00,37.50,46.00,Philippines,2025,9,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0199,199,Cloxacillin 500 mg Capsule,Cloxacillin,Cloxacillin,500 mg,Capsule,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,2.00,3.70,6.80,Philippines,2025,9,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0200,200,Clozapine 100 mg Tablet,Clozapine,Clozapine,100 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,5.50,7.63,15.00,Philippines,2025,9,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0201,201,Clozapine 25 mg Tablet,Clozapine,Clozapine,25 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,6.90,8.68,12.00,Philippines,2025,9,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0202,202,"Co-Amoxiclav (Amoxicillin + Clavulanic Acid) 200 mg + 28.5 mg/5 mL, 70 mL Oral Suspension Bottle",Co-Amoxiclav (Amoxicillin + Clavulanic Acid),Co-Amoxiclav (Amoxicillin + Clavulanic Acid),200 mg; 28.5 mg/5 mL; 70 mL,Oral Suspension,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,123.20,173.50,275.00,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0203,203,"Co-Amoxiclav (Amoxicillin + Clavulanic Acid) 400 mg + 57 mg/5 mL, 70 mL Oral Suspension Bottle",Co-Amoxiclav (Amoxicillin + Clavulanic Acid),Co-Amoxiclav (Amoxicillin + Clavulanic Acid),400 mg; 57 mg/5 mL; 70 mL,Oral Suspension,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,50.67,182.19,311.94,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0204,204,Co-Amoxiclav (Amoxicillin + Clavulanic Acid) 500 mg + 125 mg Tablet,Co-Amoxiclav (Amoxicillin + Clavulanic Acid),Co-Amoxiclav (Amoxicillin + Clavulanic Acid),500 mg; 125 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,5.50,8.00,17.00,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0205,205,Co-Amoxiclav (Amoxicillin + Clavulanic Acid) 875 mg + 125 mg Tablet,Co-Amoxiclav (Amoxicillin + Clavulanic Acid),Co-Amoxiclav (Amoxicillin + Clavulanic Acid),875 mg; 125 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,15.00,26.00,60.00,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0206,206,Colchicine 500 mcg Tablet,Colchicine,Colchicine,500 mcg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,0.78,1.90,3.95,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0207,207,"Colistin 2,000,000 IU Powder for Injection Vial",Colistin,Colistin,"2,000,000 IU",Powder for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,534.00,609.00,2244.00,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0208,208,Cotrimoxazole (Sulfamethoxazole + Trimethoprim) 400 mg + 80 mg Tablet,Cotrimoxazole (Sulfamethoxazole + Trimethoprim),Cotrimoxazole (Sulfamethoxazole + Trimethoprim),400 mg; 80 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,0.82,1.53,1.80,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0209,209,"Cotrimoxazole (Sulfamethoxazole + Trimethoprim) 400 mg + 80 mg per 5 mL suspension, 60 mL",Cotrimoxazole (Sulfamethoxazole + Trimethoprim),Cotrimoxazole (Sulfamethoxazole + Trimethoprim),400 mg; 80 mg; 5 mL; 60 mL,,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,29.06,35.00,250.00,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0210,210,"Cotrimoxazole (Sulfamethoxazole + Trimethoprim) 400 mg + 80 mg, 5 mL Solution for Injection Ampule",Cotrimoxazole (Sulfamethoxazole + Trimethoprim),Cotrimoxazole (Sulfamethoxazole + Trimethoprim),400 mg; 80 mg; 5 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,1398.00,1446.00,1494.00,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0211,211,Cotrimoxazole (Sulfamethoxazole + Trimethoprim) 800 mg + 160 mg Tablet,Cotrimoxazole (Sulfamethoxazole + Trimethoprim),Cotrimoxazole (Sulfamethoxazole + Trimethoprim),800 mg; 160 mg,Tablet,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,1.00,2.11,7.50,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0212,212,Cyclophosphamide 1 g Powder for Injection Vial,Cyclophosphamide,Cyclophosphamide,1 g,Powder for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,175.00,219.00,288.50,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0213,213,Cyclophosphamide 500 mg Powder for Injection Vial,Cyclophosphamide,Cyclophosphamide,500 mg,Powder for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,116.00,128.57,290.18,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0214,214,"Cytarabine 100 mg/mL, 1 mL Solution for Injection Vial",Cytarabine,Cytarabine,100 mg; 1 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,119.00,150.36,300.00,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0215,215,"Cytarabine 100 mg/mL, 5 mL Solution for Injection Vial",Cytarabine,Cytarabine,100 mg; 5 mL,Solution for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,228.00,330.00,455.36,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0216,216,"Cytarabine 20 mg/mL, 5 mL Ampule D",Cytarabine,Cytarabine,20 mg; 5 mL,Ampule,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,119.00,123.34,127.68,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0217,217,Dacarbazine 200 mg Powder for Injection Vial,Dacarbazine,Dacarbazine,200 mg,Powder for Injection,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,430.00,439.00,443.00,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0218,218,Danazol 200 mg Capsule,Danazol,Danazol,200 mg,Capsule,Oral,,,,,Needs Manual Check,,,,,,,,,,,,,200.00,210.00,220.00,Philippines,2025,10,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
DPRI2025-0219,219,"Dantrolene 20 mg (with mannitol 3 g)/vial, 60 mL Sterile Water",Dantrolene,Dantrolene,20 mg; 3 g; 60 mL,Vial,Injection/IV,,,,,Needs Manual Check,,,,,,,,,,,,,1795.00,8546.50,15298.00,Philippines,2025,11,DPRI-2025-Booklet-asofOctober7.pdf,DPRI PDF uploaded by user; https://open.fda.gov/apis/drug/label/; https://dailymed.nlm.nih.gov/dailymed/app-support-web-services.cfm; https://www.nlm.nih.gov/research/umls/rxnorm/index.html; https://www.fda.gov.ph/click-check-confirm-inside-the-fdas-digital-leap-towards-safer-products/,Starter record from DPRI; clinical fields require official-label enrichment and human review.,"Do not use this dataset for diagnosis, prescription, or dosing decisions. Verify against product label/FDA registration and pharmacist/doctor advice.",2026-06-10
